venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta
2025-975,141,2025-06-05,3,1,388226,388226,Tienda Física
2025-976,47,2025-11-23,6,4,2894586,11578344,App
2025-977,109,2025-06-16,5,3,58113,174339,App
2025-978,52,2025-04-01,1,2,553056,1106112,App
2025-979,204,2025-08-26,6,3,191383,574149,Tienda Física
2025-980,64,2025-05-03,6,1,267137,267137,Web
2025-981,208,2025-01-19,6,2,549828,1099656,Web
2025-982,105,2025-04-10,2,3,783931,2351793,Tienda Física
2025-983,79,2025-03-14,2,4,243867,975468,Web
2025-984,103,2025-08-12,6,2,423811,847622,Tienda Física
2025-985,226,2025-08-18,6,1,715853,715853,Web
2025-986,210,2025-05-24,1,4,68453,273812,Tienda Física
2025-987,184,2025-05-01,4,1,581386,581386,Web
2025-988,279,2025-05-17,2,3,634860,1904580,App
2025-989,46,2025-10-05,3,4,78274,313096,App
2025-990,39,2025-10-20,2,2,287834,575668,App
2025-991,104,2025-06-10,3,2,700091,1400182,App
2025-992,242,2025-04-23,6,2,638758,1277516,App
2025-993,135,2025-04-28,1,1,742154,742154,App
2025-994,212,2025-04-23,4,4,250491,1001964,App
2025-995,273,2025-11-11,2,3,768271,2304813,App
2025-996,45,2025-04-18,3,3,726605,2179815,Tienda Física
2025-997,177,2025-08-16,2,3,262773,788319,App
2025-998,190,2025-06-24,2,4,190580,762320,Web
2025-999,232,2025-12-26,6,4,713700,2854800,Tienda Física
2025-1000,82,2025-06-30,3,4,169826,679304,Tienda Física
